barcode,brand,name,unit,quantity
3858882681704,Rekord Tim,Bravo Pamučna Krpa za Pod 50x60,kom,1
3858882681841,Rekord Tim,WC Četka Set Glanz,kom,1
3859888122932,Rekord Tim,Ocjeđivač za čaše 60 x 40 cm,kom,1
3858882680912,Rekord Tim,Metla sobna s drškom,kom,1
3859888122307,Bravo,Čudesna višenamjenska krpa,kom,1
3858882682589,Rekord Tim,Metla sobna s lopaticom,kom,1
3858882682831,Rekord Tim,Spužva sa abrazivom,kom,6
3858882681155,Rekord Tim,Magični brisač poda od mikrovlakana s drškom,kom,1
3858882680257,Rekord Tim,Brisač poda sa držalom,kom,1
3858882680264,Rekord Tim,Brisac poda - zamjenski ulozak,kom,1
3858882680417,Rekord Tim,Četka ribača sa štapom 120cm,kom,1
3858882683197,Rekord Tim,Lopatica za smeće s dugačkom drškom,kom,1
3858882683791,Rekord Tim,Polly-Flex Čistač Roštilja,kom,1
3858882683258,Rekord Tim,Magična Krpa XXL,kom,8
3858882680233,Rekord Tim,Metla sobna Trendy s drškom,kom,1
3858882683128,Rekord Tim,Kanta za mop s ocjeđivačem Economic,kom,1
3858882683487,Rekord Tim,Krevet za kućne ljubimce Max M,kom,1
3858882684019,Rekord Tim,Spužva Polly Flex Ergomax,kom,1
3858882680165,Rekord,Bravo Inox Žica 2+1 Gratis,kom,3
3858882680752,Rekord,Čelična žica Rekord,kom,3
3859888122352,Rekord Tim,Aquamax Magična Krpa za Sušenje i Brisanje,kom,1
3858882684606,Rekord Tim,Spužva Premium 2/1,kom,2
8600043016093,Bambi,Plazma Keks,g,150.0
8600043016109,Bambi,Plazma Keks,kg,0.3
8600043016123,Plazma,Plazma mljevena keks,kg,0.3
8600043038903,Bambi,Plazma Stiksi Čokolada,g,30.0
8600043038934,Bambi,Plazma Stiksi Karamela,g,30.0
8600043036770,Bambi,Keks Plazma Srca Naranča,kg,0.1
8600043036794,Bambi,Keks Plazma Srca Lješnjak,kg,0.1
3859888899018,Union,Štipaljke,kom,20
3859888899025,Daplast,Štipaljke,kom,20
3859891852116,TRS,Graševina Vrh Suho 0.75 L,L,0.75
3859891852215,Poljoprivredna Zadruga Trs,Sauvignon Blanc Trs,L,0.75
3859891852109,TRS,Traminac Vrhunsko Polusuho Vino,L,0.75
3859891852253,TRS,Chardonnay Ilok Vrhunsko Suho Vino,L,0.75
3859893375255,Boškinac,Boškinac Cuvee Crni,L,0.75
3859893375248,Boškinac,Vino Boškinac Reful,L,0.75
3500610135736,J.P. Chenet,Pjenušac Divine Chardonnay Brut,L,0.75
3263286301316,JP Chenet,Vino Colombard-Sauvignon,L,0.75
3500610096662,JP Chenet,PJENUŠAC Ice,L,0.2
3263287318900,Les Grands Chais de France,Pjenušavo vino Brut D Argent Blanc de Blanc,L,1.5
3500610027468,JP Chenet,Cabernet Sauvignon Syrah,L,3.0
3500610032578,JP Chenet,JP Chenet Colombard-Chardonnay,L,3.0
3263286301385,JP Chenet,Vino JP Chenet Grenache Rose,L,0.75
3500610034589,J.P. Chenet,PJENUŠAC Chenet Brut,L,0.75
3570590109478,Les Grands Chais de France,Pjenušac Brut Dargent Ice Rosé,L,0.75
3858891564357,Ultra,Krastavci,kg,0.68
3858891564388,Ultra,Krastavci (3-6),kg,1.3
3858891564432,Ultra,Krastavci Kiseli 6-9cm,kg,0.68
3858891564371,Ultra,Krastavci (6-9 cm),kg,0.85
3858891564395,Ultra,Krastavci II.kl (6-9cm),kg,1.25
3858891564319,Ultra Plus,Cikla rezana,kg,0.680
3858891564326,Ultra Plus,Cikla,kg,1.4
3858891564449,Ultra,Paprika Filet Crvena,kg,0.38
3858891564418,Ultra,Pečena crvena paprika,kg,0.65
3858891564401,Ultra,Miješana salata,kg,0.68
3858891564302,Ultra,Ajvar,kg,0.7
3857500024602,Ultra,Drveni ugljen,kg,2.5
3858891565538,Ultra,Ultra Soft Lux Dvoslojni Papirnati Rupčići,kom,80
3856007706103,Čuljak,Spužva Ultra Plus,kom,2
3856007706110,Čuljak,Spužva Ultra,kom,3
3856007706127,Čuljak,Spužvasta krpa Ultra,kom,3
3856007706134,Čuljak,Spužvasta krpa Ultra,kom,5
3856007706141,Čuljak,Krpa za pod Ultra 50x60,kom,1
3856007706165,Čuljak,Žica za posuđe,kom,2
3856007706219,Čuljak,Čistač poda Ultra Džoger,kom,1
3856007706202,Čuljak,Uložak za džoger Ultra,kom,1
3856007706158,Čuljak,Krpa za pod Ultra XXL,kom,5
3858891567679,Čuljak Proizvodnja,Krpa višenamjenska,kom,3
3856007706097,Čuljak,Spužva Ultra,kom,1
3856007707049,Čuljak,Spužva abrazivna,kom,5
3856007707032,Čuljak,Spužva Ultra Mini,kom,10
3858891566160,Čuljak,Žica za posuđe Inox,kom,2
3856007707087,Čuljak,Gumene rukavice L,kom,1
3858891568010,Ultra,Pašteta Tuna,g,95.0
3858891563534,Ultra,Tuna u suncokretovom ulju,kg,0.156
3858891563510,Ultra,Tuna Salata Mexicana,g,150
3858891566429,Ultra,Tuna Salata Mediterana,g,150.0
3859892245283,Ultra,Kukuruz Šećerac,kg,0.34
3858891561714,Every Day,Grašak,kg,0.265
3858891564722,Ultra Plus,Šampinjoni Rezani,kg,0.4
3858891564739,Ultra+,Šampinjoni rezani,kg,0.8
5904242003346,Travalja,Tjestenina Mafaldine,kg,0.4
5904242003339,Travalja,Tjestenina Soprano Fettuccine,kg,0.4
8008857601052,Reggia,Tjestenina Lasagne,kg,0.5
8008857300481,Reggia,Fusilli,kg,0.5
8008857300603,Reggia,Tjestenina Gomiti Rigati,kg,0.5
8008857300344,Pasta Reggia,Penne Ziti Rigate,kg,0.5
8008857406145,Reggia,Fettuccine,kg,0.5
3858891569628,Kuharela,Tjestenina Pužići,kg,0.4
3858891569635,Kuharela,Tjestenina Fusili,kg,0.4
3858891569642,Kuharela,Tjestenina Penne Rigate,g,400
3858891564012,Ultra,Tjestenina Fusilli,kg,1.000
3858891564005,Ultra,Ultra Tjestenina Pužići,kg,1.000
3858891564692,Ultra,Tjestenina Penne Rigate,kg,1.000
8008857300887,Reggia,Chifferi Rigati Reggia 500g,kg,0.5
3858891569147,Ultra,Ječmena kaša,kg,1.0
3830041978252,Ultra,Ultra Snack Life Slani Krekeri,kg,0.35
8606017634065,Ultra,Griz pšenični,kg,0.5
3858891560816,Ultra Plus,Alkoholni ocat,L,3.00
8003407502018,Andrea Milano,Aceto Balsamico di Modena,L,0.5
8606017638780,Ultra,Ultra-Vm2 Kreker Rižin Sezam/Sol,g,120
8606017638773,Ultra,Kreker rižin natural,g,120.0
3859892184735,Ultra,Juha kokošja bistra s tjesteninom,g,65.000
3859892184681,Ultra,Goveđa juha s tjesteninom,g,65.0
3859892380557,Ultra,Juha krem od gljiva,g,70.0
3859892920968,Ultra,Puding Čokolada,g,40
3859892920982,Ultra,Šlag Pjena,g,40
8000005047989,Ultra-VM2,Vrhnje za šlag,L,0.5
3859892380625,Ultra Plus,Ultra Plus Kokošja Kocka za Juhu,g,110.0
3858891560106,Ultra+,Vitaminski instant napitak naranča,kg,0.5
3858891560113,Ultra,Vitaminski instant napitak limun,kg,0.5
3858891560083,Ultra,Vitaminski instant napitak naranča,g,200.0
3858891560090,Ultra,Vitaminski instant napitak limun,g,200.0
3858891565361,Ultra,Ultra Vitaminski Napitak Naranča,kg,1.000
3858891565514,Ultra,Prašak za pecivo 5/1,g,60.000
3856028407041,Mlinar,Čupavci,kg,0.35
3858889892400,Mlinar,Kremšnita,kg,0.28
3858881120891,Mlinar,Dvopek Classic,kg,0.32
3858881120792,Mlinar,DVOPEK INTEGRALNI,kg,0.32
3858881122741,Mlinar,Bijelo pecivo 5/1,kg,0.25
3858891566993,Sambi,Sirup naranča bobica,L,1
3858891567006,Sambi,Sirup Ultra Limun Bobica,L,1
3858891567013,Sambi,Sirup Marelica Bobica,L,1
3858891567020,Bobica,Sirup Borovnica,L,1
3858891567037,Sambi,Sirup Višnja,L,1
3858891567044,Sambi,Sirup Jabuka Bobica,L,1
3858891568614,Fruity Days,Ledeni čaj breskva,L,1.5
3858891568621,Fruity Days,Ledeni čaj brusnica,L,1.5
3858891568638,Fruity Days,Sok Multifruits,L,1.5
3858881320444,Klara,Klara Kruh Polubijeli Sendvič Mali,kg,0.5
3856016902985,Klara,Burek s krumpirom,kg,0.25
3856016904576,Klara,Burek motani s mesom,kg,0.3
3856016907546,Klara,Pecivo sa sirom,g,70
3856016906457,Klara,Graham pecivo,kg,0.36
3856016906297,Klara,Pletenica,g,100.0
3856016906303,Klara,Pecivo Makovica,kg,0.1
3856016907348,Klara,Croissant Šunka Sir,kg,0.08
3856016906808,Klara,Pizza Calzone,kg,0.150
3858881322158,Klara,Pecivo s bučinim košticama,g,120
3858881323148,Klara,Špageti 7 durum,kg,0.5
3858881323162,Klara,Pužići 152 tjestenina,kg,0.5
3858881323209,Klara,Penete br. 123,kg,0.5
3858881323216,Klara,Vijak 133 tjestenina,kg,0.5
3858881323261,Klara,Tjestenina Gnijezda G3 Durum,kg,0.5
3859893072024,Agrovel,Krumpir Lički,kg,2.5
3859890799177,Kisko,Kupus kiseli rezani,kg,0.760
3858892724293,Gavrilović,Pureća prsa delikates,kg,2.6
3850334057266,N-Jagoda,Jagoda,kg,0.25
3859890192060,Naranča,Naranča,kg,2.0
3850291053851,Franck,Cappuccino Plant Based Čokolada,g,120
8000070024908,Lavazza,Lavazza Crema e Aroma,kg,1
8000070021341,Lavazza,Lavazza Gran Espresso,kg,1
3838980100802,Ilirija,Krema za cipele crna,L,0.045
3859890332220,Veralda,Rose Refošk Veralda,L,0.75
3859890332602,Veralda,Vino Ambra Veralda,L,0.75
3859890332565,Veralda,Pjenušavo vino Rose Brut,L,0.75
3859890332633,Veralda,Vino Malvazija Istriana Prestige,L,0.75
3859890332619,Veralda,Vino Refosco,L,0.75
3859890332305,Veralda,Pjenušac Brut Nature,L,0.75
3859890332626,Veralda,San Giovanni Veralda Cuvee Vrh Suho 2020,L,0.75
3859890332060,Veralda,Maslinovo ulje Veralda Ekstra djevičansko,L,0.5
3857500030221,Deklić,Chardonnay Deklić Vrhunsko Suho 2023,L,0.75
3857500030283,OPG Vina Deklić,Rose Deklić KV Suho 2023,L,0.75
3857500030290,OPG Vina Deklić,Teran Deklić Vrh Suho 2021,L,0.75
3859892525026,Rizman,Pošip Rizman,L,0.75
3859892525095,Rizman,Plavac Mali Rizman Primus ZOI Suho 2018,L,0.75
3859892525286,Rizman,Vino Pošip Brime,L,0.75
3859892525125,Rizman,Tribidrag Rizman Suho Vino ZOI 2022,L,0.75
3858881776043,Anamarija,Kava 3u1 Bez Laktoze,g,140
3857500099808,Zure,Grk Bartul Zure vrhunsko suho vino 2024,L,0.75
7401005008610,Zacapa,Rum Zacapa XO,L,0.7
5995099191720,Zwack,Liker Unicum,L,0.7
8600462042154,Jaffa,Keks Nutri Nugat Choco O'Cake,kg,0.115
8600114011248,Jaffa,Napolitanke Čoko Naranča,kg,0.16
3858891562384,Jaffa,Jaffa Biskvit Naranča,kg,0.25
3858891560496,Ultra,Kukuruzne pahuljice,kg,0.25
3858891568669,Ultra,Muesli Ultra Fit Hrskavi Voćni,kg,0.25
3858891568652,Ultra,Musli Ultra Fit hrskavi s čokoladom,g,250
0054881009690,Ahmad,Čaj Ahmad Earl Grey,kg,0.05
0054881005906,Ahmad,Čaj Ahmad English Breakfast,kg,0.05
0054881005890,Ahmad,Čaj Ahmad Zeleni,kg,0.05
0054881027472,Ahmad,Čaj Ahmad Kuglica English Breakfast,g,25
0054881027489,Ahmad,Čaj Ahmad Kuglica Earl Grey,kg,0.025
0054881027496,Ahmad,Čaj Ahmad English Tea No.1,kg,0.025
0054881015011,Ahmad,Čaj Ahmad Earl Grey,kg,0.03
0054881014137,Ahmad,Čaj Ahmad English Breakfast,kg,0.06
3850145104241,Iskra Zelina,Ultra Plus Odčepljivač Odvoda,L,1.0
3850145104296,Iskra Zelina,Solna kiselina Ultra,L,1
3850145104289,Iskra Zelina,Izbjeljivač Ultra+,L,1.0
3859892184575,Iskra Zelina,Destilirana voda,L,5.0
3859892184568,Iskra Zelina,Destilirana voda,L,1.0
3185370303405,Ruinart,Šampanjac Ruinart Blanc de Blancs,L,0.75
8000380156825,Loacker,Loacker Čokolada Milk Creme,g,87
8000380214389,Loacker,Loacker Napolitanke Mini Mix Winter,g,120
8000380007240,Loacker,Napolitanke Loacker Vanilija,g,175.0
8000380202898,Loacker,Loacker Napolitanke cimet,kg,0.175
8000380158270,Loacker,Napolitanke Malina Jogurt Thins,kg,0.150
8000380186358,Loacker,Napolitanke Loacker Thins Borovnica Jogurt,g,150
8000380001125,Loacker,Loacker Napolitanke Limun,kg,0.15
8000380007233,Loacker,Loacker Napolitanke Tamna Čokolada,g,118
3492390009737,St Dalfour,Voćni namaz nar/malina,kg,0.284
8000380214907,Loacker,Loacker napolitanke mliječna čokolada,kg,0.118
5410126116953,Lotus,Lotus Biscoff Namaz Smooth,kg,0.4
5410126726947,Lotus,Lotus Biscoff Crunchy Namaz,kg,0.380
8000380203529,Loacker,Loacker Napolitanke Medenjaci,kg,0.175
8000380208548,Loacker,Napolitanke đumbir čokolada,g,175
5412514930936,Poco Loco,Umak Barbecue,kg,0.33
5412514932060,Poco Loco,Tortilje Natural 4x25cm,kg,0.245
5412514931117,Poco Loco,Tortilja Poco Loco Corn 8x20cm,kg,0.320
5412514350000,Poco Loco,Tortilje brašna,kg,0.370
5412514999940,Poco Loco,Umak Salsa sa Sirom,kg,0.3
5412514999933,Poco Loco,Meksički umak od rajčice ljuti,kg,0.315
5412514999957,Poco Loco,Umak Guacamole,kg,0.3
5412514333348,Poco Loco,Tortilla Chips Natural,g,200
5412514222246,Poco Loco,Tortilla Chips Sir,g,200
5412514111144,Poco Loco,Tortilla Chips Chili,g,200
5412514935115,La Fiesta,Umak Guacamole Dip,kg,0.3
4006824007207,Develey,Umak američki za hot dog,L,0.25
0041500888125,Frank's RedHot,Frank's RedHot Umak Original,L,0.148
0041500888200,Frank's RedHot,Umak Buffalo Wings,L,0.148
0041500888149,Frank's RedHot,Umak Ekstra Ljuti,L,0.148
5901384505400,Ajinomoto,Salvia - Jelo u čaši Korean BBQ,g,93
5901384505370,Ajinomoto,Jelo u čaši Pad Thai,kg,0.093
5901384503741,Ajinomoto,Ramen Juha u Čaši Soja,g,63
5901384503734,Salvia,Ramen Juha u Čaši Piletina,g,63.0
0069276220031,Patak's,Namaz Mango Chutney,kg,0.34
5011308700917,Patak's,Pasta Tikka Masala,g,165
3800200451704,Salvia,Bruschetta Krambals Šumske Gljive i Maslac,g,70
3800200451773,Huligan,Huligan Pereci Mini Honey Mustard,g,65.0
3800200452503,Karuzo,Karuzo Croissant sa kakaom i čokoladnim punjenjem 82g,g,82
8001060001657,Sacla,Kapari u octu,g,200
8001060001503,Sacla,Lučice u vinskom octu,kg,0.300
8001060004474,Sacla,Masline Zelene Otkoštene,kg,0.185
8001060009660,Sacla,Masline zelene narezane,kg,0.185
8001060008397,Sacla,Umak cherry rajčica i bosiljak,kg,0.35
8001060008403,Sacla,Umak Cherry Rajčica i Ljuta Paprika,kg,0.350
8001060019393,Sacla,Masline Crne Odkoštene,g,75
5011308303200,Patak's,Umak Mild Butter Chicken,kg,0.45
5010338016043,Blue Dragon,Podloga od bambusa za sushi,kom,1
5901384504731,Salvia,Ramen juha u čaši svinjetina,g,62.0
5901384503758,Ajinomoto,Ramen Japanska Juha u Čaši Miso,g,66.0
8006837001137,Morato,Kruh Toast American Sandwich Integralni,kg,0.6
9120012040953,Shan Shi,Kokosovo mlijeko,L,0.4
0054881005630,Ahmad,Čaj Ahmad Ceylon,kg,0.04
0054881000031,Ahmad,Čaj Ahmad Šipak i Višnja,kg,0.04
0054881005517,Ahmad,Čaj Earl Grey,g,40
0054881008945,Ahmad,Čaj Zeleni,g,40.000
0054881007535,Ahmad,Čaj zeleni s limunom,kg,0.04
0054881007511,Ahmad,Čaj zeleni s mentom,kg,0.04
0054881005654,Ahmad,Čaj Zeleni s Jasminom,g,40
0054881000024,Ahmad,Čaj Ahmad Menta Limun,g,40.0
0054881000062,Ahmad,Čaj Ahmad Kamilica Limun,g,30
0054881005593,Ahmad,Čaj Ahmad Darjeeling,kg,0.04
0054881007115,Ahmad,Čaj Ahmad Crni s Vanilijom,g,40
0054881000055,Ahmad,Čaj Ahmad Šumsko Voće,g,40
0054881006163,Ahmad,Čaj Ahmad English Tea No. 1,g,40
0054881000208,Ahmad,Čaj limun i đumbir,g,40
0054881013666,Ahmad,Čaj Detox,g,40
0054881000017,Ahmad,Čaj Rooibos & Cinnamon,kg,0.03
0054881008594,Ahmad,Čaj Earl Grey,kg,0.1
8000506014008,Salvia,Njoki od krumpira,kg,0.5
8008698010051,Dr. Schär,Tjestenina Penne Bez Glutena,kg,0.25
8008698001929,Dr. Schär,Salvia Napolitanke Lješnjak Bez Glutena,kg,0.125
8008698001882,Dr. Schär,Schär Kakao Bezglutenski Vafel Keksi,kg,0.125
8001720445821,Bauli,Croissant Kakao,g,50
8001720445883,Bauli,Croissant Krema,g,50
8001720445814,Bauli,Kroasan Bauli Marelica,g,50
8001720445357,Bauli,Bauli Mini Croissant Čokolada,kg,0.075
8008698054086,Dr. Schar,Keks Wafer Pocket Lješnjak Bez Glutena,kg,0.05
9002600283099,Shan Shi,Umak Japanski Teriyaki,kg,0.12
0054881000048,Ahmad,Čaj Ahmad Citrus Mix,kg,0.04
054881020350,Ahmad,Čaj Slim Limun/Zeleni Čaj,g,30
054881020367,Ahmad,Čaj Energy Grejp/Guarana,g,30
054881020381,Ahmad,Čaj Sleep Kamilica/Med/Lavanda,g,30.0
9120012040151,Shan Shi,Tjestenina s jajima medium,kg,0.250
9002600282399,Shan Shi,Tjestenina za Wok,kg,0.25
0054881025195,Ahmad,Čaj Crni,g,40.0
0054881025225,Ahmad,Čaj Ahmad Zeleni,g,30
8008698009024,Dr. Schar,Mramorni kolač bez glutena,kg,0.25
8008698013663,Dr. Schär,Kolač s limunom,kg,0.25
8008698044742,Dr. Schar,Kreker Schar Pocket,g,50
0077330347990,Kelsen,Salvia Danski Keks Božićni Motiv Limenka,kg,0.34
0077330348270,Salvia,Keks Danski Božićni Motiv,kg,0.454
3178531008110,St Michel,Keks Mini Madeleines,kg,0.250
3178530415735,St Michel,Keksi Mini Madeleines Multipack,kg,0.150
8008698046616,Dr. Schär,Muffin Marelica,kg,0.05
8001720447771,Bauli,Torta Cappuccino,kg,0.4
8001720415848,Bauli,Pandoro,kg,0.7
8001720414612,Bauli,Torta Cremino,kg,0.75
8003185005107,Monari,Aceto Balsamico Spray,L,0.25
8001720031017,Bauli,Colomba Classica,kg,0.5
8034097876127,Motta,Coniglietto Choco Kolač,kg,0.7
054881008020,Ahmad,Čaj Zeleni 100 g,g,100
8001720447962,Bauli,Torta Limoncino,kg,0.4
8001720435242,Bauli,Torta Tiramisu,kg,0.45
8001720435501,Bauli,Colomba Classic,kg,0.7
8001720447788,Bauli,Torta Amaretti,kg,0.450
8001720435488,Bauli,Colomba Creazioni Pistacchio,kg,0.75
8003185000027,Monari Federzoni,Aceto Balsamico di Modena,L,1
4008033155861,Fackelmann,Žlica za obuću XL 58cm,kom,1
4008033601610,Fackelmann,Krpa za čišćenje kupaonice,kom,1
4008033415767,Fackelmann,Četka za pranje posuđa,kom,1
4008033627382,Fackelmann,Zaštita od udara/klizanja,kom,1
4008033627016,Fackel,Podlošci ljepljivi filc 18mm,kom,8
4008033144612,Fackelmann,"Držači stolnjaka 5,5 cm",kom,4
4008033610551,Fackelmann,Mrežica za sudoper,kom,1
4008033614559,Fackelmann,Kukica za vrata i ormar 6x5 cm,kom,1
4008033601467,Fackelmann,Strugač za čišćenje stakla,kom,1
4008033416016,Fackelmann,"Valjak za čišćenje odjeće 20,5cm",kom,1
4008033611015,Fackel,Brisač kapljica,kom,1
4008033610513,Fackel,Četka za ruke 9cm,kom,1
4006925627564,ELO,Tava za palačinke 26 cm,kom,1
4044935039632,Fackelmann,"Kalup za tortu 26x6,5 cm",kom,1
4044935039724,Fackelmann,Kalup za kolač pravokutni 30 cm,kom,1
4008033430289,Fackelmann,Modeli za kekse,kom,3
4008033565202,Fackelmann,Štapići za ražnjiće,kom,100
4008033576499,Fackelmann,Čačkalice u plastičnoj kutiji,kom,300
5908260257637,Oshee,Oshee Multifruit Izotonični Napitak,L,0.75
5908260250522,Oshee,Oshee Vitamin H2O Minerali Grape/Dragonfruit,L,0.555
5908260259143,Oshee,Oshee Vitamin Voda Vitamini i Minerali Zero Grape/Dragonfruit,L,0.555
8714789911755,Elmex,Vodica za ispiranje usta Elmex Junior,L,0.4
3858891568935,Brel,Tekući sapun Brel Lavanda,L,0.5
3858891568898,Ultra Grupa,Tekući Sapun Brel Breskva,L,0.5
3858891568850,Charme,Tekući Sapun Med i Mlijeko,L,0.5
3858891568874,Ultra Grupa,Tekući Sapun Med i Mlijeko,L,1.0
3858891568911,Brel,Tekući Sapun Breskva,L,1
3858891568959,Brel,Tekući Sapun Lavanda,L,1.0
5997514300298,Brel,Omekšivač Brel Blue Ocean,L,1
3858891567396,Brel,Omekšivač Brel Spring,L,1.0
3858891567389,Brel,Omekšivač Brel Magnolia,L,1
3858891567327,Ultra,Charme Krema za ruke s glicerinom,L,0.1
3858891567310,Ultra Charme,Krema za ruke Neven,ml,100.0
3858891566290,Brel,Šampon za kosu Brel Normal,L,0.3
3858894591190,Ultra,Gel za tuširanje Orhideja & Cashmere,L,0.3
3858894591206,Ultra,Gel za tuširanje Charme For Men,L,0.3
3858891565828,Brel,Sredstvo za mrlje,kg,0.7
3858891566382,Brel,Sredstvo za čišćenje kuhinje,L,0.5
3858891566405,Brel,Sredstvo za parket,L,1.0
3858891565798,Brel,Sredstvo za podove Brel,L,1.0
3858891565767,Brel,Deterdžent za rublje,kg,3.0
3858891565774,Brel,Deterdžent za rublje Color,L,1.5
3858891568997,Ultra,Šampon za kosu Herbal,L,1.0
3858891568973,Ultra,Šampon za kosu Kamilica,L,1.0
3858891569017,Ultra,Šampon za kosu kopriva,L,1.0
3858894591183,Ultra,Gel za tuširanje Shea Butter & Almond,L,0.3
3858891565736,Brel,Deterdžent za suđe naranča,L,1.000
3858891565712,Ultra Grupa,Deterdžent za suđe Jabuka,L,1.0
3858891565699,Brel,Deterdžent za suđe Limun,L,1.0
3858891565804,Brel,Brel WC Active Gel Pine,L,0.75
3858891565811,Brel,Brel WC Gel Citrus,L,0.75
3858891567532,Brel,Sredstvo za stakla,L,0.75
3858891565781,Brel,Brel abrazivno kremasto sredstvo za čišćenje,L,0.6
3858891566399,Ultra,Brel Sredstvo za čišćenje kupaonice,L,0.75
3858891565705,Brel,Brel Deterdžent za suđe Jabuka,L,0.5
3858891565682,Brel,Deterdžent za suđe Brel Limun,L,0.5
3858891565729,Brel,Deterdžent za suđe naranča,L,0.5
8594004300973,Carin,Ulošci Carin Ultra Anat Duo,kom,20
8594004300669,Carin,Ulošci Carin Ultra S Krilcima,kom,10
8594004300867,Carin,Ulošci Carin Noćni Ultra S Krilcima,kom,8
8594004300836,Carin,Carin Slip Super Comfort ulošci,kom,20
8594004302151,Carin,Higijenski ulošci Carin Normal,kom,18
3858891567464,Top Kan,Kocke za potpalu,kom,48.0
3877000231812,Firestick,Štapići za potpalu Firestick,kom,1
3858891563282,Brel,Četka za WC komplet,kom,1
3858891563329,Brel,Drvena četka za ribanje,kom,1
3858891563374,Brel,Lopatica za smeće,kom,1
3858891563336,Brel,Mop Pamuk sa Štapom,kom,1
3858891563398,Brel,Čelični jastučići sa sapunom,kom,12
3858891563404,Brel,Magična krpa 2/1,kom,2
3858891563411,Brel,Krpa za staklo,kom,1
8034003071714,Ultra,Zubna četkica dječja s kapicom,kom,1
3858891562278,Ultra,UP Lip Balm Med i Mlijeko,g,4.5
3858891562285,Ultra,UP Balzam za usne kamilica,g,4.5
3859889419666,Ultra,Šibice duge,kom,1
3859892380410,Ultra,Šibice Ultra,kom,10
4250175841793,Dr. Senst,Britvica Dr. Senst Jednokratna Roza/Crvena,kom,1
3859892184629,Ultra,Sol za perilice posuđa,kg,1.5
3858891562728,Ultra,Sun Mlijeko SPF 50,L,0.2
3858891562735,Ultra,Sprej za sunčanje SPF30,L,0.2
8600101698704,Simex,Rakija Viljamovka Simex,L,0.7
3859892182175,Tvornica leda,Led kocka 4x4,kom,16.00
3859892182014,Tvornica Leda,Led kocka,kg,2.0
9008700215848,Happy Day,Sok Naranča,L,0.2
3858891565217,Fruity Days,Sok Nektar Naranča,L,1.0
3850281937307,Vindija,Zimska kobasica,kg,0.3
3850281936584,Vindija,Čajna kobasica,kg,0.3
3850281937369,Vindija,Srijemska kobasica Vindija,g,80
3858883522129,President,Svježi posni sir 10% mm,kg,0.5
3858883522785,Dukat,"Acidofil 3,2% mm",g,180
8719200239883,Rama,Rama Classic,kg,0.225
8008440019066,Peroni,Pivo Peroni Gran Riserva Puro Malto,L,0.5
8008440219589,Peroni,Pivo Peroni Gran Riserva Doppio Malto,L,0.5
5741000107829,Faxe,Pivo Faxe Premium Lager 5% Alc,L,1.00
3858893811282,GARDEN,Pivo Garden Uvala,L,0.44
3858892650189,Uff,Voda Uff Protein,L,0.25
3850111755163,Labud,Labpro Sanitar Plus,L,1
5310150081879,Leventić,Rolada lješnjak,g,280.0
3858891567747,Zvijezda,Ultra Plus Delikates Majoneza,kg,0.620
3858892259290,Vrsna,Praline Tuba Zagreb,kg,0.312
8595241502892,Giana,Kompot Višnja Bez Koštice,kg,0.680
3113074601077,Natura,Grožđice Suhe,kg,0.5
3872084014474,Eurocompany,Duo Mix Indijski Oraščić i Brusnica,kg,0.3
4018077005435,Lorenz,Čips Crunchips X-Cut Sir i Luk,kg,0.13
3352370002052,Pommery,Champagne Pommery Brut Rosé,L,0.75
3800200450462,Zigi,Kikiriki Original,g,70
8600103145510,Nutribella,Grisini s kikirikijem,g,70
8606108149348,Nutribella,Grisini Zob i Lan,g,70
8712857008208,Aloa Vera,Sok Aloa Vera Zeleni Čaj,L,0.5
3800740037222,Deroni,Dupin N-Umak Napoletana,kg,0.31
6939495507968,Johny Bee,Žvaka X-Mini Roll Tattoo,g,18
8005533008327,Ciuccetto,Lizalica Duda sa Zviždaljkom,g,4.5
5904310231558,Johny Bee,Lizalica Pop It Sprinter,kom,1
5904310231343,Johny Bee,Lizalica Boots Pop,g,10
5904917031056,Johny Bee,Bomboni Dipper Worms,g,60
7622210442789,Sour Patch,Sour Patch Kids Bomboni gumeni voćni,kg,0.08
7622210796844,Sour Patch,Sour Patch Kids Watermelon,g,80
4002575016932,Zentis,Marcipan štruce,g,200
5400265043173,Hamlet,Praline Hamlet,kg,0.2
4000161090052,Dupin,Marcipan Srce,kg,0.05
3395503203339,Dupin,Lizalica Brochettes Mallow,g,50
5400265032757,Hamlet,Praline Collection,g,100
8435124854116,Dupin,Lizalica Paint Roll,g,22.0
5904637004835,Dupin,Praline Be Happy,g,105.0
8410223705774,Delaviuda,Delaviuda Bomboni božićno drvce čokolada,kg,0.16
5400265041629,Hamlet,Praline Hamlet Minis Karamel,kg,0.175
4000161060260,Niederegger,Čokolada Marcipan Naranča,g,110
4000161060932,Dupin,Marcipan Orah Rum Čokolada,g,110
8435124856103,Dupin,Bomboni Mačka s privjeskom,kom,1
3395503015000,Dupin,Lizalica Giga Twisty Božić,g,65.0
3395502983874,Dupin,Lizalica Shocks Cola i Malina,g,30
3859892475550,Adria,Čokoladni medaljon Zagreb,kg,0.058
8411778164757,Zanuy,Tortilja Čips Nachos Bijeli,kg,0.15
8411778600392,Liven,Tortilje kukuruzne 20cm,kg,0.320
5776879020979,Dupin,Danski keksi,kg,0.15
8410109050882,Valor,Tamna čokolada bez šećera 70% kakao,g,100
